port1,port2,sim_score
FREDRIKSHAMN,Amasra,0.43777833022778123
LÖDÖSE,SKÖLDVIK,0.43767174492287353
Beykoz,Bartin,0.43759901559303993
Tasucu,UDDEVALLA,0.43759106116454327
Sarkoy,KASKINEN,0.43758853033387063
YSTAD,BERGKVARA,0.4375770395592653
Mangalia,Kymi (Kimi),0.43752256924746535
Nea Karvali,Achladi,0.437490938932722
Bartin,Kherson,0.4373946435547842
LYSEKIL,Otranto,0.4372911655441969
Batroun,Erdek,0.4372835112150068
SUNDSVALL,Oktyabrsk,0.4369836039946897
Basarabi,Bodrum,0.43698269183445915
TORNIO,BERGKVARA,0.43691092838171375
GRENÅ,Eregli,0.43685172608908585
Amasra,HÖNSÄTER,0.4367454664998444
KOVERHAR,Karabiga,0.4367424383576961
KEMI,Otranto,0.4367392084374346
Kalecik,Ayvalik,0.43671362582599843
Amasra,BROFJORDEN,0.4366748994117514
Beykoz,Amorgos,0.43654897681658567
Yali Island,HÖNSÄTER,0.43647670797698895
TROLLHÄTTAN,HANKO/HANGÖ,0.4364008309357694
SÖLVESBORG,MÖNSTERÅS,0.4363512487064665
Amasra,Achladi,0.43632344799678424
Amorgos,Bartin,0.43623390401423895
ÅHUS,VYSOTSKI,0.43617292990143147
Oktyabrsk,SKELLEFTEHAMN,0.43613281984462776
Gelibolu,El Dekheila,0.4360543212524321
RAUMA,Tekirdag,0.43601819840488687
Otranto,ÖREGRUND,0.43594626603384184
Canakkale,Keramoti,0.435912123441616
LÄNSI,HALMSTAD,0.4359109678615676
PALDISKI,UDDEVALLA,0.4358828832060524
Beykoz,Thira,0.43586961909298466
Kos,Sitia,0.43584997564663797
ÖREGRUND,Berdyansk,0.4357479794894752
ÖREGRUND,Kerch,0.4357479794894752
Tekirdag,KASKINEN,0.4357038804013229
Burgas,Ej Jiye,0.43568607974125506
Batumi,Cide,0.43564601209864096
Tuzla,Otranto,0.43561696046378523
Beykoz,Akdeniz,0.4355389082242038
Gelibolu,Alexandria,0.4355058438532477
Kos,Ain El Mraisse _El Jisr,0.43546872589479546
LÄNSI,HELSINGÖR,0.4354026074432812
Eregli,Buyukcekmece,0.4353754315633056
STENUNGSUND,Bartin,0.43533631100743986
MARIESTAD,UDDEVALLA,0.43529258621946976
STENUNGSUND,Latchi,0.43528441394168765
Gelibolu,TAALINTEHDAS,0.4352723812050418
VÄSTERÅS,STRÅ,0.43513970364466353
Sarkoy,Zonguldak,0.43505037387267914
Sarkoy,Gocek,0.4350040200075205
Eregli,Itea,0.4349649852928079
Aamshite,Finike,0.43475061871832943
Bartin,Burgas,0.4347084547769916
Burgas,Kas,0.4346337770032157
FREDRIKSHAMN,STENUNGSUND,0.4345843336025096
Eleusis,Braila,0.43449771516867175
Amasra,Sarkoy,0.4344960687306783
Sarkoy,Kas,0.4344831550882449
Gocek,Sitia,0.43444413187042275
LÖDÖSE,LULEÅ,0.434403025405502
LÖDÖSE,Bartin,0.4343777305418015
LÖDÖSE,DEGERHAMN,0.43434357172957305
Amasra,Otranto,0.43422673888024405
Tel Aviv,Famagusta,0.4341155354683284
Sitia,Ordu,0.43408507049659445
Sitia,Giresun,0.43408507049659445
Yali Island,LIDKÖPING,0.43400803951412625
LYSEKIL,MUUGA,0.4339907779913644
Syros (Syra),Keramoti,0.4339089774604915
HARGSHAMN,OXELÖSUND,0.4338554970602445
Maltepe,Anamur,0.43381918957522114
Patmos,Mangalia,0.4335622965684547
FALKENBERG,ÖREGRUND,0.4335371056043808
Constanta,Limassol,0.4334174693494083
Kos,HÖNSÄTER,0.4333560013156895
Tasucu,Samos,0.4333163065088397
Idhra (Hydra),Finike,0.43329703684364906
LÄNSI,INKOO,0.43324286572667536
Agio Theodoroi,Finike,0.4331016037535361
Limassol,Medgidia,0.4330916138610232
Karabiga,ÖREGRUND,0.432969727787504
Nea Karvali,Zelenika,0.4329597859925592
Nea Karvali,Bar,0.4329597569865669
MÖNSTERÅS,UUSIKAUPUNKI/NYSTAD,0.4328703785428956
Odessa,Kymi (Kimi),0.43280011339631763
LÄNSI,LANDSKRONA,0.43266707156838935
Bodrum,Batroun,0.4325774315587902
Keramoti,Karabiga,0.43256189466332357
Bartin,Achladi,0.4325198836587183
SKÖLDVIK,Kerch,0.4323821085000438
SKÖLDVIK,Berdyansk,0.4323821085000438
Derince,Otranto,0.43233661011147584
Sevastopol,GRUVÖN,0.43226794900196175
Skopelos,Anamur,0.4322383107077675
SUNDSVALL,KEMI,0.43217902899282445
Amorgos,Amasra,0.43217011269086675
Constanta,Gocek,0.43208450353149486
Otranto,Giresun,0.4320416238327589
Otranto,Ordu,0.4320416238327589
Karabiga,Gocek,0.4320060731176144
VISBY,SÖRÅKER,0.43193018152790275
KAPELLSKÄR,Rize,0.4319266812706425
KAPELLSKÄR,Fatsa,0.4319266812706425
Tuapse,Sarkoy,0.43183957873875584
KOVERHAR,KANTVIK,0.43183956212473745
Sariyer,Thira,0.43183333306293104
NORRSUNDET,Nikolayev,0.4318057143919665
KRAMFORS,TALLIN,0.43162265700303076
LÖDÖSE,HUDIKSVALL,0.4315830560259146
Itea,PIETARSAARI,0.43157410931394474
KRAMFORS,RUNDVIK,0.4314691630856304
LÖDÖSE,RONEHAMN,0.43145734592039586
Nikolayev,LULEÅ,0.4313455666714582
Ambarli,Anamur,0.4313240634534166
GRENÅ,KRAMFORS,0.431270193540706
LYSEKIL,VAASA,0.4312431982625599
Ambarli,Lavrion (Laurium),0.43120391998769836
LÖDÖSE,VARBERG,0.4311899408235363
TROLLHÄTTAN,KOKKOLA,0.43118578854251155
Marmaris,Sitia,0.43118509121120485
SLITE,KUNDA,0.4311532644020448
Mytilene,Kalecik,0.43111311177567724
Dikili,Ashkelon,0.4309670273236168
SÖLVESBORG,NORRKÖPING,0.4309050167348062
Agnesberg,Nikolayev,0.43081479618048535
Dikili,Kalecik,0.43069873578714934
Basarabi,Kymi (Kimi),0.43061714457431755
Naxos,Skiathos,0.4305848842653035
Tekirdag,Ej Jiye,0.43058326282522086
TROLLHÄTTAN,HARGSHAMN,0.4304501068019313
SKÖLDVIK,Mariupol,0.43037040869641363
VISBY,INKOO,0.43035336860305545
PALDISKI,Otranto,0.4303464500974361
STRÅ,HUSUM,0.43032198110200176
Lavrion (Laurium),Sidi Kerir,0.4301002642090707
HALMSTAD,HARGSHAMN,0.430088413966719
Zonguldak,GRUVÖN,0.4300785983989963
Itea,OTTERBÄCKEN,0.4300366692673879
HÖNSÄTER,Fethiye,0.4299878203144119
SLITE,Ej Jiye,0.42997286355420616
BERGKVARA,En Naqoura,0.42995591982186016
SÖDERTÄLJE,HARAHOLMEN,0.4299255107919929
Rhodes,Zonguldak,0.42991498009725887
Ashkelon,Medgidia,0.42987205937626666
Nikolayev,HOLMSUND,0.42985618675034154
Kymi (Kimi),Yuzhnyy,0.4298200525866337
Zonguldak,Sidi Kerir,0.4295947924465603
GRENÅ,ÖREGRUND,0.4294990867725671
KEMI,Sitia,0.429406353071535
Naxos,Thasos,0.42936398204696824
Parainen,NORRKÖPING,0.4292563308958652
Aamshite,Erdek,0.42922550417256017
KRAMFORS,KOVERHAR,0.42912174186006213
BERGKVARA,ÅMÅL,0.42901458028972395
STOCKHOLM,Karabiga,0.4289361085305216
LYSEKIL,PALDISKI,0.42879105673955126
VAASA,SUNDSVALL,0.42878002107522306
HARGSHAMN,Kerch,0.4286493650356722
HARGSHAMN,Berdyansk,0.4286493650356722
Mariupol,KUNDA,0.428498973618494
HARGSHAMN,Yuzhnyy,0.4284814242299208
KRAMFORS,PALDISKI,0.42848006433724267
ÖRNSKÖLDSVIK,INKOO,0.42844094949398503
Novorossiysk,Anamur,0.4282967042067188
Mudanya,Mersin,0.4281665762993607
Sarkoy,Keramoti,0.4281433322926991
Patmos,Thasos,0.4281052996755937
Buyukcekmece,Amorgos,0.42810355527464433
Basarabi,Patmos,0.4280238263555006
Tuzla,Mersin,0.42801937360331943
HARGSHAMN,VARBERG,0.4278501081861453
TROLLHÄTTAN,FREDRIKSHAMN,0.42783391048161623
SUNDSVALL,MARIEHAMN,0.42775553109980347
Patmos,Mariupol,0.427742617151949
TRELLEBORG,Eregli,0.42743694902767576
Bodrum,Karabiga,0.42733879802032076
KÖPENHAMN,Lappeenranta,0.4271593813551753
Aamshite,Kalimnos Island,0.4271547420974363
Amasra,Kherson,0.4271192836390135
Tuapse,Saida,0.42702520927291937
Bodrum,Constanta,0.4270102279961735
MUUGA,KRISTINEHAMN,0.4269834137752481
HANKO/HANGÖ,NYNÄSHAMN,0.4269581573262151
Corinth,Latchi,0.42690888782035363
UST-LUGA,VYBORG,0.4268692443946538
Amorgos,Burgas,0.42675347734698055
Zonguldak,Karabiga,0.42671556084947637
GRISSLEHAMN,Sarkoy,0.42649734046283183
GRENÅ,Zonguldak,0.42648460533452776
Constanta,Ashkelon,0.4263640304829958
Sarkoy,Belgorod-Dnestrovskiy,0.42635956322049195
Idhra (Hydra),Patmos,0.42623759916637627
Buyukcekmece,Thira,0.4260931732258859
KAPELLSKÄR,NAANTALI/NÅDENDAL,0.42605945349286556
ÖRNSKÖLDSVIK,KANTVIK,0.4260310385092184
Alexandria,Zonguldak,0.42593360744091385
STRÅ,Bar,0.4257555129631397
STRÅ,Zelenika,0.425755492804448
Canakkale,Corinth,0.425693863775843
Idhra (Hydra),Yali Island,0.4256654991984496
Mytilene,HAMINA,0.4256426694850865
Fethiye,Giresun,0.4256113698468216
Fethiye,Ordu,0.4256113698468216
Beykoz,Zonguldak,0.4255286421819652
Yuzhnyy,KALAJOKI,0.42551431924611594
SKÖLDVIK,Otranto,0.4253919220951715
Tasucu,Zonguldak,0.4252749536855501
Skopelos,Belgorod-Dnestrovskiy,0.42526955338881445
Naxos,Mytilene,0.4252302461619667
RAUMA,LYSEKIL,0.42509607294674034
Nikolayev,LÅNGNÄS,0.4250175180058848
Sarkoy,ÖREGRUND,0.4249545747760711
Kymi (Kimi),Kherson,0.42489527310612024
Mudanya,Michurin,0.4248511795913374
Cesme,Lappeenranta,0.42484650658968187
Skiathos,Mariupol,0.4248158610934324
Karabiga,Akdeniz,0.42453406908687236
Naxos,Skopelos,0.42451334736711654
SÖLVESBORG,OTTERBÄCKEN,0.42432303241818975
PALDISKI,KANTVIK,0.4243140116577285
Buyukcekmece,Akdeniz,0.4242745238715385
Basarabi,Dhekelia,0.4242223214699325
Otranto,Corinth,0.4241971129574575
Limni,Akdeniz,0.42406891532245655
HANKO/HANGÖ,Otranto,0.42394322259490486
Naxos,Maltepe,0.4238513010506926
Mytilene,KARLSBORG,0.42381151066782685
Zonguldak,El Dekheila,0.4237527813179355
Naxos,MUSSALO,0.42371726755129996
KARLSKRONA,ÅMÅL,0.4234287544852724
SAINT PETERSBURG,Otranto,0.4233720501928272
Tuapse,Kas,0.42328438330069773
Oktyabrsk,HOLMSUND,0.42322879395932955
SÖDERTÄLJE,Tekirdag,0.4231550553185975
Amasra,Karabiga,0.4231070628592246
KUNDA,VYBORG,0.4231036700518005
STORUGNS,Otranto,0.42304377116905
NORRSUNDET,SÖLVESBORG,0.422997435324419
LÄNSI,Zelenika,0.42297095851944605
LÄNSI,Bar,0.4229709327235301
KAPELLSKÄR,LÅNGNÄS,0.4228493431972645
KOVERHAR,Tekirdag,0.42282061016486844
Eleusis,Kas,0.42280460221062854
PALDISKI,Sitia,0.4228032346839721
Sarkoy,MARIEHAMN,0.42280150833179564
Constanta,Kymi (Kimi),0.42275882328199554
Skopelos,Karabiga,0.4225747930536055
Diliskelesi,Otranto,0.422519635213094
STENUNGSUND,LOKSA,0.42236155818401766
Idhra (Hydra),Izmail,0.42227464170913254
Amasra,Skopelos,0.4222668030820295
LYSEKIL,Zonguldak,0.4222544553715717
Naxos,LOVIISA,0.4222213345724702
Nea Karvali,Iskenderun,0.4222116613216173
Foca,Ashkelon,0.4222045742855138
Braila,ÖREGRUND,0.4220209845598425
Mariupol,Kas,0.42199265795081764
Hadera,Famagusta,0.42197594583155107
MÖNSTERÅS,RUNDVIK,0.42192958518194684
Tuzla,Ayvalik,0.4219252986648892
Marmaris,HÖNSÄTER,0.42183021789040476
Sarkoy,Akdeniz,0.42182538157217714
UDDEVALLA,PORI/MÄNTYLUOTO,0.4218249131131149
LÖDÖSE,HALMSTAD,0.42182023734145013
Sitia,RUNDVIK,0.4218024998810851
Novorossiysk,Michurin,0.42179717732092287
Aamshite,Fethiye,0.42177805470511365
Karabiga,Belgorod-Dnestrovskiy,0.421747354707535
Bartin,HÖNSÄTER,0.4217460032007597
VAASA,Tekirdag,0.42173267419932614
Skopelos,Thasos,0.4216499907089059
LÖDÖSE,SÖDERHAMN,0.42161983612349674
STORUGNS,Kerch,0.42143432507329537
STORUGNS,Berdyansk,0.42143432507329537
NAANTALI/NÅDENDAL,Tekirdag,0.4213876476041797
Nea Karvali,Marmaris,0.42131285006318
Cesme,Otranto,0.4212679767317272
LÖDÖSE,SAINT PETERSBURG,0.42124015372923546
Beykoz,Eregli,0.4209756569833531
SUNDSVALL,Kerch,0.4209443601356415
SUNDSVALL,Berdyansk,0.4209443601356415
Thira,Limni,0.4209088775132097
Odessa,Skopelos,0.4208737176519266
Achladi,Medgidia,0.4207910820124603
SLITE,KAPELLSKÄR,0.4207520406328373
Agio Theodoroi,Yali Island,0.420713772058701
Skopelos,Kherson,0.4207039117221358
Zonguldak,Kymi (Kimi),0.4206890163453216
Gelibolu,KÖPING,0.42067117578431135
Bartin,Latchi,0.42066700493467546
Sinop,Saida,0.42065213026542353
TRELLEBORG,Lappeenranta,0.42059587687566063
Yali Island,Mariupol,0.4205919989113927
MÖNSTERÅS,SKELLEFTEHAMN,0.4205157401632007
Amorgos,Karabiga,0.42042067004778366
HARGSHAMN,El Dekheila,0.4203977089102641
HELSINKI/HELSINGFORS,Otranto,0.4203929203413066
Agio Theodoroi,Izmail,0.4202440125398253
STENUNGSUND,LULEÅ,0.42017794030606886
Kalimnos Island,MARIESTAD,0.42016550585164103
Finike,Burgas,0.42008587547922516
Canakkale,El Dekheila,0.4200599880528651
Mariupol,Limni,0.4198983060790862
OULU,VYSOTSKI,0.4198196362539272
Agnesberg,Gelibolu,0.41981948769720584
El Dekheila,KALAJOKI,0.4196967425107849
Yali Island,Mangalia,0.4196634106543502
Burgas,Thasos,0.41965564825397367
MARIEHAMN,Tekirdag,0.4195778136849328
SUNDSVALL,GRISSLEHAMN,0.41942504415282
LULEÅ,Berdyansk,0.4193885003234942
LULEÅ,Kerch,0.4193885003234942
Agio Theodoroi,Patmos,0.4192233620985949
SLITE,Mariupol,0.4191350043303653
Cesme,Finike,0.41913411348503327
UDDEVALLA,Latchi,0.41907552232665524
Batroun,Tekirdag,0.4189554285656507
Tuapse,Karabiga,0.4189125668608985
Aliaga,Kalecik,0.41883701833830206
Belgorod-Dnestrovskiy,Achladi,0.41883429936573824
Yuzhnyy,Skopelos,0.41882364679969886
KRAMFORS,TORNIO,0.4187147877819537
Maltepe,Gorele,0.4185784810821857
Maltepe,Trabzon,0.41857846747982147
Samos,Paphos,0.41852405505532564
Yumurtalik Bay,En Naqoura,0.41844679608008584
Dhekelia,Mangalia,0.418279590626507
KIEL,STENUNGSUND,0.4182456454470023
MUUGA,OTTERBÄCKEN,0.41815398304867046
Agnesberg,STORUGNS,0.41807971019711476
VAASA,Karabiga,0.4180671118703521
KÖPING,Karabiga,0.4179351239443468
KAPELLSKÄR,HARAHOLMEN,0.41781760648084343
Idhra (Hydra),Sulina (Port Et Zone Franche),0.417764152676477
MÖNSTERÅS,ÖREGRUND,0.4177229024050901
Lavrion (Laurium),Skopelos,0.41758932240587887
INKOO,KARLSKRONA,0.4175603227141067
LÄNSI,MALMÖ,0.41747263261790774
Aamshite,Kos,0.417409287782856
KARLSHAMN,OTTERBÄCKEN,0.41729085980150354
Bodrum,El Aabde,0.4172621162833912
Naxos,Keramoti,0.41720840495284184
Abu Qir,Gelibolu,0.4171916802673107
Kos,Sarkoy,0.4171508851606397
Agnesberg,Yuzhnyy,0.4171203561284075
Eregli,Achladi,0.416964243412573
Canakkale,Alexandria,0.4168904637624575
Izmir,Yalta,0.416826730565257
Tel Aviv,Dikili,0.4166917485845938
KRAMFORS,ÖREGRUND,0.41664171375539294
Basarabi,Limassol,0.4165955757524705
TAALINTEHDAS,ÅMÅL,0.4165450275926138
ÖREGRUND,ÅMÅL,0.41630989366619864
Mariupol,Achladi,0.4163051349897214
Agnesberg,MARIESTAD,0.416285728402775
Zonguldak,HÄRNÖSAND,0.4161985871065383
Patmos,MARIESTAD,0.41610517095530797
RAUMA,Sarkoy,0.41604150248723354
ÅHUS,OTTERBÄCKEN,0.41601859295662164
Parainen,Tekirdag,0.4160053915748876
MALMÖ,HARGSHAMN,0.4159174285864423
Patmos,Alexandria,0.4158780294136778
Buyukcekmece,Gorele,0.4158768549122236
Trabzon,Buyukcekmece,0.4158768391212109
Mariupol,Gocek,0.415837261023187
Idhra (Hydra),Naxos,0.4157981067858757
VÄSTERÅS,TAALINTEHDAS,0.4157390240449726
Thira,Iskenderun,0.4157222219829728
RAUMA,NYNÄSHAMN,0.41571543049595716
Mariupol,Akdeniz,0.41569102578783956
Naxos,Gelibolu,0.41564530391393567
Aamshite,Tekirdag,0.41562632735646066
Amorgos,Alexandria,0.4154993991587991
LÅNGNÄS,ÅMÅL,0.4154900855083591
Sarkoy,Marmaris,0.41542244103224896
Amasra,Skiathos,0.41537673990975443
FALKENBERG,Otranto,0.4153754892556248
PALDISKI,VYBORG,0.41523741779907336
Mytilene,Burgas,0.41519495478417134
Mersin,Achladi,0.4151917787327989
Bandirmar,Otranto,0.41518075112021297
Constanta,Amorgos,0.41515623031287163
Nea Karvali,Amorgos,0.41509337470886554
Dikili,Yalta,0.4150543137892294
MUUGA,Otranto,0.41503008032769984
Mudanya,Gorele,0.4150030337624391
Mudanya,Trabzon,0.4150030236718038
Amasra,Latchi,0.41494175349208356
SKUTSKÄR,UDDEVALLA,0.41485551134062637
LÖDÖSE,Oktyabrsk,0.41474781815960265
MÖNSTERÅS,Corinth,0.4147186316651315
Basarabi,Yali Island,0.4147169993943673
Agio Theodoroi,Sulina (Port Et Zone Franche),0.41471011365341987
Beykoz,Anamur,0.414620087053261
LÖDÖSE,Patmos,0.41460449988241577
Tuapse,Yalta,0.41459876121954375
Hadera,Ayvalik,0.41450504765784424
Marmaris,Karabiga,0.4143319434976643
Bodrum,Cheikh Zennad,0.41410338547215075
FALKENBERG,KARLSKRONA,0.41409556677928033
Nea Karvali,Thira,0.41402940696936585
Amasra,HÄRNÖSAND,0.4140083443326116
STENUNGSUND,KUNDA,0.41397668390865916
KÖPENHAMN,HARGSHAMN,0.41391968484461344
Reni,ÖREGRUND,0.41384328058857456
STENUNGSUND,TAALINTEHDAS,0.41379780237968666
Agio Theodoroi,Naxos,0.41362081492381164
RAUMA,UDDEVALLA,0.41358914326192203
Mudanya,Ayvalik,0.41358103341645014
Amasra,Kymi (Kimi),0.413578365384925
Izmail,Michurin,0.4134486107222282
Zonguldak,Achladi,0.41333244920604384
Mariupol,Cheikh Zennad,0.4132664832475102
OSLO,Zelenika,0.41325815586610914
OSLO,Bar,0.41325812134887624
Paphos,Medgidia,0.4131840712389873
Foca,Tuzla,0.4131058540338525
Diliskelesi,Batumi,0.413095030053501
Patmos,Lappeenranta,0.4130489563591896
SLITE,SÖDERTÄLJE,0.4130351740477954
Sarkoy,KOVERHAR,0.41303458334283727
Constanta,Yali Island,0.41301268948472836
Poti,Michurin,0.4129576027238128
Thira,OTTERBÄCKEN,0.4129572065372098
Rhodes,Medgidia,0.41289497439032813
Canakkale,Skiathos,0.412813469673022
Keramoti,VYBORG,0.4127917832415507
Nikolayev,KALAJOKI,0.4127710281533905
Skiathos,Poti,0.41275651063755153
SLITE,Batroun,0.4127455323362711
Thira,Burgas,0.41267115532750864
Diliskelesi,Michurin,0.4124115464550446
STOCKHOLM,Sarkoy,0.41229967653439786
Cesme,Kos,0.412264086838792
PALDISKI,Oktyabrsk,0.4121867734853279
Oktyabrsk,LULEÅ,0.41214164413670895
Lavrion (Laurium),Beykoz,0.412124720312658
NYNÄSHAMN,SKÖLDVIK,0.4120152238480255
Bartin,Skopelos,0.41198381913673315
Nikolayev,SÖRÅKER,0.41183644814873016
Lavrion (Laurium),Yalta,0.41171042041014144
TROLLHÄTTAN,VISBY,0.4116612143345942
Diliskelesi,Mersin,0.4115595051175107
Constanta,Paphos,0.4115144350441436
GRENÅ,STENUNGSUND,0.41145400492045014
HARAHOLMEN,Yuzhnyy,0.4114098300889827
TROLLHÄTTAN,GRENÅ,0.41139404337346475
TROLLHÄTTAN,TALLIN,0.4113800527874869
Foca,Kalecik,0.41135715498297737
NORRKÖPING,TAALINTEHDAS,0.41133308168280996
STOCKHOLM,Gelibolu,0.4112854179722021
TROLLHÄTTAN,Patmos,0.4112826343085556
Eregli,BROFJORDEN,0.4112581782799932
Syros (Syra),Burgas,0.4112460453220592
LYSEKIL,OULU,0.41118482934190365
Gelibolu,Patmos,0.4109880525986297
Limassol,Mangalia,0.4109383389328958
STENUNGSUND,Parainen,0.4108889365278473
SLITE,Karabiga,0.41088172830821407
Tekirdag,El Aabde,0.41088044382814315
Yuzhnyy,Achladi,0.41083863137729426
Nikolayev,PALDISKI,0.41082854487449094
Kos,Batroun,0.41082591818287756
UDDEVALLA,LULEÅ,0.4108256386400765
SKÖLDVIK,VYBORG,0.41069268162225714
Ayvalik,En Naqoura,0.4106372819987548
Canakkale,Lappeenranta,0.4106069919343679
LYSEKIL,KASKINEN,0.41053738302014364
FREDRIKSHAMN,Eregli,0.41048747000262276
Agio Theodoroi,Ceyhan,0.41036058341339954
Amorgos,GRUVÖN,0.4102148240970548
MUUGA,KANTVIK,0.41012668854870393
Gelibolu,Anamur,0.40994315212379323
Buyukcekmece,Ej Jiye,0.4099383556002447
SÖRÅKER,PALDISKI,0.4098857413781088
Ambarli,Naxos,0.40987077237902125
STENUNGSUND,KEMI,0.40985986707319705
SIMRISHAMN,BERGKVARA,0.4098382729374013
Mersin,Zonguldak,0.4098071336267911
Samsun,Batumi,0.40976957051103957
Odessa,Achladi,0.409758362849145
Thira,LIDKÖPING,0.40958339294038715
Bodrum,HÖNSÄTER,0.4094888907489776
SUNDSVALL,VYBORG,0.40948035580272385
MARIESTAD,Fethiye,0.40943130228509783
Bodrum,LIDKÖPING,0.40930126625584284
Erdek,Ayvalik,0.40917041655863723
Zonguldak,KUNDA,0.4090939722478103
Tuapse,Mariupol,0.40903369344881707
Eleusis,Marmaris,0.40902822998242117
LYSEKIL,PORI/MÄNTYLUOTO,0.4089933985188677
Izmir,Kalecik,0.40898007739666165
Sarkoy,SKELLEFTEHAMN,0.4089516900842152
Zonguldak,UDDEVALLA,0.4088889252516105
TAALINTEHDAS,Tekirdag,0.40886396744973486
Reni,Eleusis,0.4088041436276581
KÖPING,Sarkoy,0.40867855941408104
VISBY,BERGKVARA,0.4086763469949624
LIDKÖPING,Fethiye,0.408624868902695
PRIMORSK,STENUNGSUND,0.4085753433682491
KARLSKRONA,ÖREGRUND,0.40852905702489534
LÅNGNÄS,Mariupol,0.40830055777593455
SÖRÅKER,Berdyansk,0.4082615142977863
SÖRÅKER,Kerch,0.4082615142977863
Itea,Fethiye,0.40825261821518805
Ilyichevsk,GRUVÖN,0.40820427062857223
Oktyabrsk,KALAJOKI,0.4081924483867434
Gelibolu,KOVERHAR,0.40798564284615846
Kos,Karabiga,0.4079434661877218
Syros (Syra),Iskenderun,0.4079330806794482
Ceyhan,Thasos,0.40779790524086545
LÖDÖSE,KLINTEHAMN,0.40759310300445684
Thira,Karabiga,0.4075618486373347
Bartin,Otranto,0.407550561173629
Kymi (Kimi),Lappeenranta,0.40737131438926355
STENUNGSUND,SILLAMÄE,0.40734521706834415
Yali Island,Gelibolu,0.4073273644848686
TROLLHÄTTAN,PIETARSAARI,0.40730483527187566
TORNIO,SKOGHALL,0.4072949085934043
Skiathos,Bartin,0.4072592958139753
Akrotiri,Batumi,0.4072326125051653
Amorgos,El Dekheila,0.4072264813440317
Mersin,Bandirmar,0.4072209103731136
Abu Qir,Zonguldak,0.40717857747111064
VENTSPILS,BERGKVARA,0.40717484418623123
NORRSUNDET,Oktyabrsk,0.40713922944783254
STRÅ,Bartin,0.4070763054291077
Idhra (Hydra),Kas,0.4070712132077514
GRENÅ,Bartin,0.40698938111475347
Sariyer,Ej Jiye,0.40692236543159943
OTTERBÄCKEN,Gulluk,0.40691102986635486
OULU,UDDEVALLA,0.40683542808721257
Mersin,Ej Jiye,0.40675557165301135
Marmaris,GRUVÖN,0.4067422645249645
Kos,El Aabde,0.4067309324436879
Mangalia,Varna,0.40660542303142316
Kymi (Kimi),Michurin,0.4065292062481062
Foca,Erdek,0.40624666684426536
Foca,Tel Aviv,0.406164270940751
TRELLEBORG,Zonguldak,0.40613708913189656
STENUNGSUND,STRÖMSTAD,0.4061218256176215
El Dekheila,ÖREGRUND,0.40605236247577636
NORRKÖPING,ÖREGRUND,0.40604428662922076
MUUGA,Sitia,0.40600501068782185
LYSEKIL,NAANTALI/NÅDENDAL,0.4058302379708264
Nikolayev,KLINTEHAMN,0.40581418626337223
Constanta,Akrotiri,0.4058043527680459
Foca,Keramoti,0.4057838139102983
Otranto,Gorele,0.40570731327485976
Trabzon,Otranto,0.4057073020038593
SLITE,NORRKÖPING,0.40565857844178643
Abu Qir,Amorgos,0.40564086028123547
Agio Theodoroi,Kas,0.40557700661848994
Amasra,Limni,0.405527938751838
Keramoti,Skopelos,0.40549026260042115
Eregli,SKOGHALL,0.4054602483125098
Eleusis,Rhodes,0.4053873276831651
TROLLHÄTTAN,NAANTALI/NÅDENDAL,0.40537548837477194
SUNDSVALL,SÖDERHAMN,0.40533659036678515
Ambarli,Michurin,0.40528752212374625
MÖNSTERÅS,BROFJORDEN,0.4052148450699587
TROLLHÄTTAN,LOKSA,0.40518824598167913
Skiathos,Anamur,0.40516179128599017
Eleusis,LÖDÖSE,0.4050449536029527
Yumurtalik Bay,Thasos,0.4050429916090712
TROLLHÄTTAN,SILLAMÄE,0.4050377303719147
Idhra (Hydra),Ceyhan,0.4049842150953993
Buyukcekmece,Anamur,0.40497957055234013
KÖGE,HARGSHAMN,0.4049386739948375
KRAMFORS,KUNDA,0.4048399685008559
Akrotiri,Medgidia,0.4047136191001082
Itea,SKOGHALL,0.40443566048442897
HELSINGÖR,HARGSHAMN,0.40438913243260877
Kymi (Kimi),Bartin,0.4043662275385369
Karabiga,Samos,0.404217353388141
VAASA,Gelibolu,0.4041599107835807
HÖNSÄTER,Otranto,0.40399388604656084
MÖNSTERÅS,PORI/MÄNTYLUOTO,0.40397372603555304
LÄNSI,KÖPENHAMN,0.40394499024071384
BROFJORDEN,Zonguldak,0.403922386486578
Agio Theodoroi,Yumurtalik Bay,0.4039186526600284
Patmos,El Dekheila,0.4038819917596179
Dikili,Keramoti,0.4038725909431855
Gocek,Medgidia,0.40384280323829314
Foca,Mudanya,0.40373476803771413
HARAHOLMEN,Oktyabrsk,0.4036877502921311
Mudanya,Lappeenranta,0.40364012787624265
LOVIISA,Kherson,0.40362050689350626
TRELLEBORG,Bartin,0.40345413663191854
Dhekelia,Batumi,0.4034201422713844
Thira,HÖNSÄTER,0.4034192577461052
Constanta,Mersin,0.40333322997584886
BÅLSTA,Sinop,0.4032779393997525
STENUNGSUND,UST-LUGA,0.4031765210834964
LYSEKIL,Amasra,0.40312139228660315
Amasra,SKOGHALL,0.4030758446028036
TRELLEBORG,Berdyansk,0.40296828732298257
TRELLEBORG,Kerch,0.40296828732298257
Basarabi,Ashkelon,0.40286063787074994
SÖRÅKER,PORI/MÄNTYLUOTO,0.40281429609423214
Cesme,Karabiga,0.40280580882087125
